2026-01-09 10:19:20,262 [INFO] 开始启动浏览器实例
2026-01-09 17:24:48,189 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:24:50,826 [INFO] 接口调用成功: 200
2026-01-09 17:24:52,874 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:24:55,455 [INFO] 接口调用成功: 200
2026-01-09 17:24:57,515 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:24:57,516 [INFO] 成功获取到值: 2512191759574057012
2026-01-09 17:24:57,530 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:24:57,530 [INFO] 成功获取到值: 412301380
2026-01-09 17:24:57,546 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:24:57,546 [INFO] 成功获取到值: BFNT
2026-01-09 17:24:57,560 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:24:57,561 [INFO] 成功获取到值: 9291767
2026-01-09 17:24:57,576 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:24:57,576 [INFO] 成功获取到值: 912341
2026-01-09 17:24:57,590 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:24:57,590 [INFO] 成功获取到值: BIN HAI 268
2026-01-09 17:24:57,604 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:24:57,604 [INFO] 成功获取到值: 鲁海渔69300
2026-01-09 17:24:57,605 [INFO] 获取到的参数: targetId=2512191759574057012, mmsi=412301380, callSign=BFNT, imo=9291767, terminal=912341, vesselName=BIN HAI 268, shipName=鲁海渔69300
2026-01-09 17:24:59,648 [INFO] 全局公共参数获取成功
2026-01-09 17:24:59,649 [INFO] 开始创建页面并执行登录
2026-01-09 17:24:59,993 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:25:06,915 [INFO] 正在执行登录操作
2026-01-09 17:25:08,810 [INFO] 登录成功
2026-01-09 17:25:15,957 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:25:17,071 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 17:25:17,097 [INFO] 页面上下文已关闭
2026-01-09 17:25:17,538 [INFO] 浏览器实例已关闭
2026-01-09 17:27:13,990 [INFO] 开始启动浏览器实例
2026-01-09 17:27:14,742 [INFO] 浏览器实例启动成功
2026-01-09 17:27:16,823 [INFO] 开始获取全局公共参数
2026-01-09 17:27:16,823 [INFO] 正在请求登录接口获取token
2026-01-09 17:27:16,823 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 17:27:19,099 [INFO] 接口调用成功: 200
2026-01-09 17:27:21,144 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 17:27:21,144 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 17:27:21,144 [INFO] 正在请求目标接口获取公共参数
2026-01-09 17:27:21,145 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:27:23,804 [INFO] 接口调用成功: 200
2026-01-09 17:27:25,848 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:27:30,458 [INFO] 接口调用成功: 200
2026-01-09 17:27:32,514 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:27:32,514 [INFO] 成功获取到值: 2512300703524081155
2026-01-09 17:27:32,529 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:27:32,530 [INFO] 成功获取到值: 413270070
2026-01-09 17:27:32,545 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:27:32,545 [INFO] 成功获取到值: BPMN9
2026-01-09 17:27:32,559 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:27:32,559 [INFO] 成功获取到值: 9559327
2026-01-09 17:27:32,573 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:27:32,574 [INFO] 成功获取到值: 871683
2026-01-09 17:27:32,589 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:27:32,589 [INFO] 成功获取到值: CAOGANG5
2026-01-09 17:27:32,602 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:27:32,602 [INFO] 成功获取到值: 鲁寿渔60926
2026-01-09 17:27:32,603 [INFO] 获取到的参数: targetId=2512300703524081155, mmsi=413270070, callSign=BPMN9, imo=9559327, terminal=871683, vesselName=CAOGANG5, shipName=鲁寿渔60926
2026-01-09 17:27:34,645 [INFO] 全局公共参数获取成功
2026-01-09 17:27:34,647 [INFO] 开始创建页面并执行登录
2026-01-09 17:27:34,931 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:27:47,293 [INFO] 正在执行登录操作
2026-01-09 17:27:48,531 [INFO] 登录成功
2026-01-09 17:27:50,697 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:27:51,846 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 17:27:51,885 [INFO] 页面上下文已关闭
2026-01-09 17:27:52,343 [INFO] 浏览器实例已关闭
2026-01-09 17:30:46,463 [INFO] 开始启动浏览器实例
2026-01-09 17:30:47,144 [INFO] 浏览器实例启动成功
2026-01-09 17:30:49,223 [INFO] 开始获取全局公共参数
2026-01-09 17:30:49,223 [INFO] 正在请求登录接口获取token
2026-01-09 17:30:49,223 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 17:30:51,513 [INFO] 接口调用成功: 200
2026-01-09 17:30:53,555 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 17:30:53,555 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 17:30:53,556 [INFO] 正在请求目标接口获取公共参数
2026-01-09 17:30:53,584 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:30:57,955 [INFO] 接口调用成功: 200
2026-01-09 17:30:59,997 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:31:02,768 [INFO] 接口调用成功: 200
2026-01-09 17:31:04,823 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:31:04,823 [INFO] 成功获取到值: 2601081220194080613
2026-01-09 17:31:04,838 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:31:04,839 [INFO] 成功获取到值: 412472930
2026-01-09 17:31:04,854 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:31:04,854 [INFO] 成功获取到值: BYCQ
2026-01-09 17:31:04,870 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:31:04,870 [INFO] 成功获取到值: 9559327
2026-01-09 17:31:04,884 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:31:04,884 [INFO] 成功获取到值: 912371
2026-01-09 17:31:04,897 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:31:04,898 [INFO] 成功获取到值: MIN SHENG 601
2026-01-09 17:31:04,913 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:31:04,913 [INFO] 成功获取到值: 鲁海渔69586
2026-01-09 17:31:04,913 [INFO] 获取到的参数: targetId=2601081220194080613, mmsi=412472930, callSign=BYCQ, imo=9559327, terminal=912371, vesselName=MIN SHENG 601, shipName=鲁海渔69586
2026-01-09 17:31:06,959 [INFO] 全局公共参数获取成功
2026-01-09 17:31:06,960 [INFO] 开始创建页面并执行登录
2026-01-09 17:31:07,324 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:31:17,762 [INFO] 正在执行登录操作
2026-01-09 17:31:18,997 [INFO] 登录成功
2026-01-09 17:31:26,142 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:31:27,274 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 17:31:27,291 [INFO] 页面上下文已关闭
2026-01-09 17:31:27,817 [INFO] 浏览器实例已关闭
2026-01-09 17:33:25,356 [INFO] 开始启动浏览器实例
2026-01-09 17:33:26,028 [INFO] 浏览器实例启动成功
2026-01-09 17:33:28,110 [INFO] 开始获取全局公共参数
2026-01-09 17:33:28,110 [INFO] 正在请求登录接口获取token
2026-01-09 17:33:28,111 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 17:33:30,378 [INFO] 接口调用成功: 200
2026-01-09 17:33:32,420 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 17:33:32,420 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 17:33:32,422 [INFO] 正在请求目标接口获取公共参数
2026-01-09 17:33:32,438 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:33:35,099 [INFO] 接口调用成功: 200
2026-01-09 17:33:37,142 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:33:41,607 [INFO] 接口调用成功: 200
2026-01-09 17:33:43,668 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:33:43,668 [INFO] 成功获取到值: 2601030649394005005
2026-01-09 17:33:43,687 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:33:43,687 [INFO] 成功获取到值: 413537550
2026-01-09 17:33:43,706 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:33:43,707 [INFO] 成功获取到值: BPHM4
2026-01-09 17:33:43,724 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:33:43,724 [INFO] 成功获取到值: 9559327
2026-01-09 17:33:43,739 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:33:43,739 [INFO] 成功获取到值: 851862
2026-01-09 17:33:43,754 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:33:43,755 [INFO] 成功获取到值: LI HUA 28
2026-01-09 17:33:43,768 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:33:43,768 [INFO] 成功获取到值: 鲁岚渔61718
2026-01-09 17:33:43,769 [INFO] 获取到的参数: targetId=2601030649394005005, mmsi=413537550, callSign=BPHM4, imo=9559327, terminal=851862, vesselName=LI HUA 28, shipName=鲁岚渔61718
2026-01-09 17:33:45,811 [INFO] 全局公共参数获取成功
2026-01-09 17:33:45,811 [INFO] 开始创建页面并执行登录
2026-01-09 17:33:46,140 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:33:56,925 [INFO] 正在执行登录操作
2026-01-09 17:33:58,689 [INFO] 登录成功
2026-01-09 17:34:00,866 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:34:01,939 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 17:34:01,971 [INFO] 页面上下文已关闭
2026-01-09 17:34:02,375 [INFO] 浏览器实例已关闭
2026-01-09 17:34:10,215 [INFO] 开始启动浏览器实例
2026-01-09 17:34:10,885 [INFO] 浏览器实例启动成功
2026-01-09 17:34:12,969 [INFO] 开始获取全局公共参数
2026-01-09 17:34:12,969 [INFO] 正在请求登录接口获取token
2026-01-09 17:34:12,969 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 17:34:15,210 [INFO] 接口调用成功: 200
2026-01-09 17:34:17,249 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 17:34:17,249 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 17:34:17,249 [INFO] 正在请求目标接口获取公共参数
2026-01-09 17:34:17,250 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:34:19,960 [INFO] 接口调用成功: 200
2026-01-09 17:34:22,002 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:34:26,604 [INFO] 接口调用成功: 200
2026-01-09 17:34:28,667 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:34:28,668 [INFO] 成功获取到值: 2512070612504031272
2026-01-09 17:34:28,685 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:34:28,685 [INFO] 成功获取到值: 413358980
2026-01-09 17:34:28,704 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:34:28,704 [INFO] 成功获取到值: BPFR8
2026-01-09 17:34:28,719 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:34:28,719 [INFO] 成功获取到值: 9559327
2026-01-09 17:34:28,733 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:34:28,733 [INFO] 成功获取到值: 1488891
2026-01-09 17:34:28,749 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:34:28,750 [INFO] 成功获取到值: HUA XI 1
2026-01-09 17:34:28,763 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:34:28,764 [INFO] 成功获取到值: 鲁荣渔58849
2026-01-09 17:34:28,765 [INFO] 获取到的参数: targetId=2512070612504031272, mmsi=413358980, callSign=BPFR8, imo=9559327, terminal=1488891, vesselName=HUA XI 1, shipName=鲁荣渔58849
2026-01-09 17:34:30,806 [INFO] 全局公共参数获取成功
2026-01-09 17:34:30,806 [INFO] 开始创建页面并执行登录
2026-01-09 17:34:31,106 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:34:40,297 [INFO] 正在执行登录操作
2026-01-09 17:34:41,545 [INFO] 登录成功
2026-01-09 17:34:49,147 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:34:50,315 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 17:34:50,344 [INFO] 页面上下文已关闭
2026-01-09 17:34:50,806 [INFO] 浏览器实例已关闭
2026-01-09 17:37:03,097 [INFO] 开始启动浏览器实例
2026-01-09 17:37:03,894 [INFO] 浏览器实例启动成功
2026-01-09 17:37:05,974 [INFO] 开始获取全局公共参数
2026-01-09 17:37:05,974 [INFO] 正在请求登录接口获取token
2026-01-09 17:37:05,974 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 17:37:08,228 [INFO] 接口调用成功: 200
2026-01-09 17:37:10,272 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 17:37:10,273 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 17:37:10,273 [INFO] 正在请求目标接口获取公共参数
2026-01-09 17:37:10,310 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:37:15,013 [INFO] 接口调用成功: 200
2026-01-09 17:37:17,058 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:37:19,710 [INFO] 接口调用成功: 200
2026-01-09 17:37:21,770 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:37:21,770 [INFO] 成功获取到值: 2601062101054063413
2026-01-09 17:37:21,790 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:37:21,790 [INFO] 成功获取到值: 413330090
2026-01-09 17:37:21,807 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:37:21,807 [INFO] 成功获取到值: BBZS5
2026-01-09 17:37:21,825 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:37:21,825 [INFO] 成功获取到值: 9805817
2026-01-09 17:37:21,840 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:37:21,840 [INFO] 成功获取到值: 850676
2026-01-09 17:37:21,856 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:37:21,856 [INFO] 成功获取到值: WEI GANG TUO35
2026-01-09 17:37:21,869 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:37:21,869 [INFO] 成功获取到值: 鲁岚渔61567
2026-01-09 17:37:21,871 [INFO] 获取到的参数: targetId=2601062101054063413, mmsi=413330090, callSign=BBZS5, imo=9805817, terminal=850676, vesselName=WEI GANG TUO35, shipName=鲁岚渔61567
2026-01-09 17:37:23,911 [INFO] 全局公共参数获取成功
2026-01-09 17:37:23,912 [INFO] 开始创建页面并执行登录
2026-01-09 17:37:24,205 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:37:37,194 [INFO] 正在执行登录操作
2026-01-09 17:37:38,433 [INFO] 登录成功
2026-01-09 17:37:40,561 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:37:41,702 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 17:37:41,730 [INFO] 页面上下文已关闭
2026-01-09 17:37:42,194 [INFO] 浏览器实例已关闭
2026-01-09 17:39:10,210 [INFO] 开始启动浏览器实例
2026-01-09 17:39:10,852 [INFO] 浏览器实例启动成功
2026-01-09 17:39:12,932 [INFO] 开始获取全局公共参数
2026-01-09 17:39:12,932 [INFO] 正在请求登录接口获取token
2026-01-09 17:39:12,932 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 17:39:15,188 [INFO] 接口调用成功: 200
2026-01-09 17:39:17,235 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 17:39:17,236 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 17:39:17,236 [INFO] 正在请求目标接口获取公共参数
2026-01-09 17:39:17,272 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:39:20,630 [INFO] 接口调用成功: 200
2026-01-09 17:39:22,666 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:39:25,786 [INFO] 接口调用成功: 200
2026-01-09 17:39:27,852 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:39:27,852 [INFO] 成功获取到值: 2512191759574057012
2026-01-09 17:39:27,875 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:39:27,875 [INFO] 成功获取到值: 412301380
2026-01-09 17:39:27,892 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:39:27,892 [INFO] 成功获取到值: BFNT
2026-01-09 17:39:27,911 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:39:27,911 [INFO] 成功获取到值: 9291767
2026-01-09 17:39:27,927 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:39:27,927 [INFO] 成功获取到值: 1488931
2026-01-09 17:39:27,943 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:39:27,943 [INFO] 成功获取到值: BIN HAI 268
2026-01-09 17:39:27,965 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:39:27,965 [INFO] 成功获取到值: 鲁荣渔51984
2026-01-09 17:39:27,967 [INFO] 获取到的参数: targetId=2512191759574057012, mmsi=412301380, callSign=BFNT, imo=9291767, terminal=1488931, vesselName=BIN HAI 268, shipName=鲁荣渔51984
2026-01-09 17:39:30,017 [INFO] 全局公共参数获取成功
2026-01-09 17:39:30,017 [INFO] 开始创建页面并执行登录
2026-01-09 17:39:30,441 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:39:40,135 [INFO] 正在执行登录操作
2026-01-09 17:39:41,837 [INFO] 登录成功
2026-01-09 17:39:48,911 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:39:50,473 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 17:39:50,521 [INFO] 页面上下文已关闭
2026-01-09 17:39:51,056 [INFO] 浏览器实例已关闭
2026-01-09 17:47:27,639 [INFO] 开始启动浏览器实例
2026-01-09 17:47:28,360 [INFO] 浏览器实例启动成功
2026-01-09 17:47:30,452 [INFO] 开始获取全局公共参数
2026-01-09 17:47:30,452 [INFO] 正在请求登录接口获取token
2026-01-09 17:47:30,452 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 17:47:32,711 [INFO] 接口调用成功: 200
2026-01-09 17:47:34,749 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 17:47:34,750 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 17:47:34,750 [INFO] 正在请求目标接口获取公共参数
2026-01-09 17:47:34,750 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:47:37,693 [INFO] 接口调用成功: 200
2026-01-09 17:47:39,734 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:47:42,455 [INFO] 接口调用成功: 200
2026-01-09 17:47:44,522 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:47:44,522 [INFO] 成功获取到值: 2601030649394005005
2026-01-09 17:47:44,540 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:47:44,540 [INFO] 成功获取到值: 413537550
2026-01-09 17:47:44,561 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:47:44,561 [INFO] 成功获取到值: BPHM4
2026-01-09 17:47:44,578 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:47:44,579 [INFO] 成功获取到值: 9559327
2026-01-09 17:47:44,593 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:47:44,593 [INFO] 成功获取到值: 912261
2026-01-09 17:47:44,609 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:47:44,610 [INFO] 成功获取到值: LI HUA 28
2026-01-09 17:47:44,626 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:47:44,626 [INFO] 成功获取到值: 鲁海渔69500
2026-01-09 17:47:44,627 [INFO] 获取到的参数: targetId=2601030649394005005, mmsi=413537550, callSign=BPHM4, imo=9559327, terminal=912261, vesselName=LI HUA 28, shipName=鲁海渔69500
2026-01-09 17:47:46,690 [INFO] 全局公共参数获取成功
2026-01-09 17:47:46,691 [INFO] 开始创建页面并执行登录
2026-01-09 17:47:47,008 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:47:53,370 [INFO] 正在执行登录操作
2026-01-09 17:47:57,787 [INFO] 登录成功
2026-01-09 17:47:59,959 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:48:01,202 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 17:48:01,238 [INFO] 页面上下文已关闭
2026-01-09 17:48:01,699 [INFO] 浏览器实例已关闭
2026-01-09 17:49:25,371 [INFO] 开始启动浏览器实例
2026-01-09 17:49:26,137 [INFO] 浏览器实例启动成功
2026-01-09 17:49:28,212 [INFO] 开始获取全局公共参数
2026-01-09 17:49:28,212 [INFO] 正在请求登录接口获取token
2026-01-09 17:49:28,212 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 17:49:30,445 [INFO] 接口调用成功: 200
2026-01-09 17:49:32,489 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 17:49:32,489 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 17:49:32,490 [INFO] 正在请求目标接口获取公共参数
2026-01-09 17:49:32,490 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:49:37,324 [INFO] 接口调用成功: 200
2026-01-09 17:49:39,363 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:49:42,004 [INFO] 接口调用成功: 200
2026-01-09 17:49:44,067 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:49:44,068 [INFO] 成功获取到值: 2601030649394005005
2026-01-09 17:49:44,085 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:49:44,086 [INFO] 成功获取到值: 413537550
2026-01-09 17:49:44,104 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:49:44,104 [INFO] 成功获取到值: BPHM4
2026-01-09 17:49:44,120 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:49:44,120 [INFO] 成功获取到值: 9258832
2026-01-09 17:49:44,136 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:49:44,136 [INFO] 成功获取到值: 880039
2026-01-09 17:49:44,150 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:49:44,151 [INFO] 成功获取到值: LI HUA 28
2026-01-09 17:49:44,162 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:49:44,163 [INFO] 成功获取到值: 鲁荣渔56867
2026-01-09 17:49:44,163 [INFO] 获取到的参数: targetId=2601030649394005005, mmsi=413537550, callSign=BPHM4, imo=9258832, terminal=880039, vesselName=LI HUA 28, shipName=鲁荣渔56867
2026-01-09 17:49:46,213 [INFO] 全局公共参数获取成功
2026-01-09 17:49:46,214 [INFO] 开始创建页面并执行登录
2026-01-09 17:49:46,530 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:50:02,831 [INFO] 正在执行登录操作
2026-01-09 17:50:04,126 [INFO] 登录成功
2026-01-09 17:50:06,278 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:50:07,465 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 17:50:07,490 [INFO] 页面上下文已关闭
2026-01-09 17:50:07,947 [INFO] 浏览器实例已关闭
2026-01-09 17:51:01,060 [INFO] 开始启动浏览器实例
2026-01-09 17:51:01,802 [INFO] 浏览器实例启动成功
2026-01-09 17:51:03,884 [INFO] 开始获取全局公共参数
2026-01-09 17:51:03,884 [INFO] 正在请求登录接口获取token
2026-01-09 17:51:03,884 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 17:51:06,187 [INFO] 接口调用成功: 200
2026-01-09 17:51:08,230 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 17:51:08,230 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 17:51:08,230 [INFO] 正在请求目标接口获取公共参数
2026-01-09 17:51:08,244 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:51:11,244 [INFO] 接口调用成功: 200
2026-01-09 17:51:13,282 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:51:17,700 [INFO] 接口调用成功: 200
